s,p,o
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#FormerRulers,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP2,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Amount,"6,807.43 USD"
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Nepal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Nepal,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#exports,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem6,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Minerals
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Shamanism
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#HasMountains,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities5,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Kathmandu
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Japan,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Japan,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money6,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,North Korean won
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Computers
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Tamil
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#currency,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM4,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Shinzō
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM4,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,Abe
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#NorthKorea,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#NorthKorea,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#capital,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Prayuth
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,Chan-ocha
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Islam
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,http://www.w3.org/2000/01/rdf-schema#domain,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#string
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Person,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Kurdish
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Japan
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Nepal
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Pakistan
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#SouthKorea
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#India
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Rulers
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thailand
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Sports
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Srilanka
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Organizations
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Mountains
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Items
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Iraq
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#NorthKorea
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/2002/07/owl#disjointWith,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#China,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#languages,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP7,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Amount,"1,275.30 USD"
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Bangkok
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government5,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Parliamentary republic
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#MajorCities,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Thing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Government10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Military junta
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Ranil
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM9,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,Wickremesinghe
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#GDP1,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Amount,"1,498.87 USD"
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ExportItem5,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Textiles
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion8,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Taoism
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Cities4,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Tokyo
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Money5,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Nepalese rupee
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Language8,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Korean
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Srilanka,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Srilanka,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Country
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#First_name,Haider
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#PM3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Last_name,al-Abadi
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#ImportItem
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#TwinCountry,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion2,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Buddhism
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Occupation3,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Agriculture
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion
http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Religion10,http://www.semanticweb.org/abc/ontologies/2017/3/untitled-ontology-6#Name,Sikhism
